country,year,gender,age,share_first_quintile_inc,share_second_quintile_inc,share_third_quintile_inc,share_fourth_quintile_inc,share_fifth_quintile_inc,share_bottom50_inc,share_top10_pct_inc,share_top5_pct_inc,share_top1_pct_inc,share_top0_5_pct_inc,share_top0_1_pct_inc,share_top0_01_pct_inc,gini_coefficient,Pareto_tail_index_5pct,Pareto_tail_index_1pct,nobs_log_inc,mean_log_inc,std_log_inc,kelley_log_inc,crows_log_inc
ARG,1996,Female,25-34,3.0185845,9.0655766,15.475543,22.178661,50.261635,19.205378,33.251434,21.312267,7.0173163,4.2423625,1.3088297,0.29858851,0.46364209,,,11715.0,11.961543,1.0015014,-0.26412433,3.3100142
ARG,1997,Female,25-34,2.7512386,8.5717173,15.093256,21.93825,51.67387,18.159906,34.564827,22.370129,7.7010465,4.8145814,1.6316881,0.37750417,0.48004422,,,13206.0,11.918437,1.0355002,-0.26310009,3.2724128
ARG,1998,Female,25-34,2.971586,8.9110699,14.834162,21.936543,51.368725,18.654215,34.374763,22.277241,7.5545459,4.6950316,1.513346,0.36924869,0.47436565,,,14351.0,11.976624,1.0089669,-0.22393371,3.4105031
ARG,1999,Female,25-34,2.930568,9.0149899,14.759467,21.849911,51.46674,18.750835,34.724991,22.80471,8.2216549,5.3197751,2.197242,1.0066381,0.47583333,,,14556.0,12.02642,1.0172815,-0.23374175,3.5092041
ARG,2000,Female,25-34,2.9455085,8.9470205,14.720999,22.00489,51.402336,18.646276,34.525387,22.574396,7.7063599,4.7591858,1.6152747,0.2804628,0.47540608,,,15266.0,12.043013,1.0100359,-0.22167575,3.4357285
ARG,2001,Female,25-34,3.0677326,9.0315409,14.73244,21.847651,51.320637,18.869141,34.679073,22.742777,7.7548976,4.7585387,1.5648733,0.30281129,0.47338429,,,15420.0,12.06967,0.99795175,-0.2180841,3.4831655
ARG,2002,Female,25-34,3.2143366,9.2333221,14.648068,21.31097,51.593304,19.194695,35.4608,23.96616,8.8529282,5.6802258,2.1300259,0.46592543,0.47372547,,,14025.0,11.769704,0.98265052,-0.2143939,3.6707461
ARG,2003,Female,25-34,3.1154251,9.1432333,15.439997,22.168474,50.15443,19.209536,33.984119,22.804516,8.5187531,5.5426822,2.1181779,0.45176145,0.46465421,,,14888.0,11.818654,0.98232901,-0.26698759,3.4764171
ARG,2004,Female,25-34,3.551492,9.5026913,16.271935,22.688944,47.98494,20.320202,31.967451,21.113535,7.8547788,5.1247582,2.0134153,0.56666666,0.44161958,,,16670.0,11.945357,0.91136229,-0.27584296,3.2121527
ARG,2005,Female,25-34,3.9835246,10.292752,17.322355,23.366894,45.034473,22.084385,29.163021,18.676729,6.3056297,3.8567898,1.1994264,0.24614684,0.40952545,,,18400.0,12.045095,0.85796887,-0.30687141,3.2224967
ARG,2006,Female,25-34,4.1003389,10.470668,17.492769,23.734472,44.218964,22.466969,28.243713,17.873884,6.1332412,3.8626714,1.2880327,0.3913151,0.40138021,,,20291.0,12.149021,0.84609878,-0.32212946,3.1485164
ARG,2007,Female,25-34,4.170125,10.502682,17.583691,24.009129,43.750439,22.576565,27.589333,17.153931,5.6196189,3.4367392,1.0941607,0.25613871,0.39670855,,,21918.0,12.13936,0.84033906,-0.31741095,3.142941
ARG,2008,Female,25-34,4.1513968,10.588777,17.563904,23.758162,43.937759,22.702942,27.797901,17.388695,5.9273605,3.7617373,1.4186466,0.44324821,0.39753291,,,23380.0,12.232947,0.84408456,-0.31296867,3.1871867
ARG,2009,Female,25-34,4.2379518,10.812188,17.699196,24.011337,43.239326,23.054394,27.044319,16.629383,5.3196678,3.29897,1.1716083,0.34062406,0.3899391,,,23100.0,12.248243,0.83504063,-0.31976652,3.2108586
ARG,2010,Female,25-34,4.2968178,10.840514,17.688883,24.317432,42.871552,23.107681,26.576487,16.127132,4.8802385,2.8822761,0.86900705,0.16999893,0.3864527,,,23506.0,12.23073,0.8319661,-0.3111006,3.2084675
ARG,2011,Female,25-34,4.1862173,10.821597,17.762257,24.833382,42.411354,22.977959,26.043791,15.649413,4.6047902,2.6781471,0.77352262,0.15889718,0.38495731,,,24263.0,12.29183,0.84172463,-0.32290721,3.1509769
ARG,2012,Female,25-34,4.0210214,10.800674,17.837349,25.233595,42.122013,22.795729,25.76683,15.456534,4.6326513,2.7448547,0.84508693,0.19788063,0.38541162,,,24591.0,12.335268,0.86051619,-0.34464243,3.134326
ARG,2013,Female,25-34,4.0065346,10.702337,17.701731,25.247944,42.356178,22.587931,25.950481,15.605025,4.7077026,2.8290062,0.91801661,0.22938415,0.38818657,,,24416.0,12.331013,0.86068833,-0.33279359,3.117835
ARG,2014,Female,25-34,3.8357275,10.686347,17.673349,25.510443,42.30909,22.385572,25.794464,15.436402,4.6575127,2.7909098,0.82387424,0.15493798,0.39023045,,,24029.0,12.269659,0.87770098,-0.33915499,3.0334501
ARG,2015,Female,25-34,3.8112061,10.485845,17.539371,25.406715,42.771652,22.088093,26.15534,15.682813,4.6729393,2.7998171,0.85970294,0.15400647,0.3947126,,,24156.0,12.285819,0.87678784,-0.33371735,3.0002179
ARG,1996,Male,25-34,2.7534831,8.4281301,14.325453,22.769272,51.736271,17.656435,34.323479,22.331905,7.6394892,4.7291784,1.5153666,0.25380182,0.48434609,,,29788.0,12.037038,1.0430408,-0.22674763,3.1640291
ARG,1997,Male,25-34,2.7388873,8.2836161,13.902591,22.097708,52.986813,17.30764,35.757366,23.634438,8.4818192,5.3259282,1.784126,0.36582443,0.49479443,,,32289.0,12.021987,1.0424993,-0.20319007,3.1922812
ARG,1998,Male,25-34,2.7801874,8.2824345,13.71205,21.882538,53.352043,17.278856,36.133747,23.955481,8.7499781,5.5951138,1.9589374,0.38382426,0.49711025,,,33388.0,12.046986,1.0372155,-0.18684924,3.2401874
ARG,1999,Male,25-34,2.6697044,8.1875353,13.574198,21.741297,53.836479,17.027248,36.770798,24.565985,9.0222607,5.772923,2.0815938,0.40642363,0.50288033,,,33197.0,12.059619,1.0532115,-0.19442466,3.2666571
ARG,2000,Male,25-34,2.6421795,8.076436,13.529949,21.5275,54.233219,16.85762,37.229546,24.955685,9.0730143,5.7170644,1.8010812,0.38084316,0.50656414,,,32707.0,12.061524,1.0580103,-0.19478172,3.2567399
ARG,2001,Male,25-34,2.6996036,8.1754408,13.581856,21.248262,54.304302,17.037306,37.450657,25.176945,9.1411791,5.6406755,1.6900294,0.30382249,0.50552118,,,31838.0,12.066584,1.0471969,-0.19323537,3.2976737
ARG,2002,Male,25-34,2.6236949,8.2250528,13.60821,21.080248,54.473522,17.021095,38.191269,26.228176,10.438642,7.0746779,2.9447553,0.63379341,0.50897563,,,27838.0,11.767675,1.0524406,-0.21986687,3.3929434
ARG,2003,Male,25-34,2.814317,8.5840902,14.70451,21.718695,52.188457,18.049208,36.062649,24.666096,9.9679842,6.7950807,2.7853498,0.7916314,0.48765305,,,30886.0,11.868046,1.0134997,-0.25895819,3.2733145
ARG,2004,Male,25-34,3.3841205,9.5563555,15.825268,22.105175,49.138393,20.229031,33.029224,21.997353,8.6491642,5.8355675,2.5218575,0.68788821,0.45138705,,,34993.0,12.044126,0.93132323,-0.27084473,3.314229
ARG,2005,Male,25-34,3.8161974,10.115111,16.428368,22.469543,47.179295,21.448097,31.096912,20.245415,7.4534445,4.8700576,1.7913971,0.315258,0.42821383,,,39226.0,12.14604,0.8806802,-0.27115214,3.3003182
ARG,2006,Male,25-34,3.8425846,10.297881,16.743473,22.799404,46.32674,21.820896,30.015337,19.089684,6.5706363,4.2039981,1.5135515,0.38016388,0.41952881,,,43116.0,12.27408,0.87783068,-0.282139,3.300009
ARG,2007,Male,25-34,3.9425268,10.469811,16.660152,22.959942,45.974827,22.071068,29.554304,18.619486,6.2422395,3.9663966,1.4005716,0.34078506,0.41497055,,,46966.0,12.294559,0.86862117,-0.26725316,3.3013942
ARG,2008,Male,25-34,3.9782014,10.655291,16.616249,23.044752,45.712578,22.305117,29.238905,18.31282,5.8605642,3.5818565,1.1455694,0.18929544,0.41160294,,,48577.0,12.39277,0.87051904,-0.26621926,3.3893566
ARG,2009,Male,25-34,3.8951321,10.656688,16.740122,23.130941,45.584522,22.270287,28.932795,18.010508,5.6304345,3.3637655,1.0249743,0.17110309,0.41087845,,,46548.0,12.401552,0.87585938,-0.27550808,3.3240423
ARG,2010,Male,25-34,3.7816501,10.424755,16.800697,23.298218,45.694679,21.928885,28.897024,17.913313,5.5389681,3.2402728,0.94009227,0.15144029,0.41416678,,,47300.0,12.395591,0.89030379,-0.28475934,3.2757096
ARG,2011,Male,25-34,3.7682853,10.362914,16.876307,23.355656,45.643887,21.826378,29.017887,18.181213,5.9044538,3.5567248,1.2235383,0.4653801,0.41497472,,,48949.0,12.467306,0.89491498,-0.29977021,3.3129141
ARG,2012,Male,25-34,3.7015359,10.506182,17.398172,23.841032,44.560303,22.085835,27.902933,17.160864,5.2607007,3.0758743,0.88132358,0.18162313,0.40634185,,,48658.0,12.506662,0.90099609,-0.33422586,3.2739758
ARG,2013,Male,25-34,3.6229925,10.28967,17.302811,24.02277,44.769127,21.69425,28.029243,17.230946,5.2759476,3.106101,0.87895894,0.17404222,0.41033137,,,47683.0,12.493644,0.90984768,-0.32785898,3.2394788
ARG,2014,Male,25-34,3.4637053,10.179231,17.336643,24.216122,44.811886,21.397062,28.137697,17.395641,5.4053998,3.1816599,0.94486725,0.19938368,0.41344324,,,46344.0,12.43057,0.92538732,-0.34966308,3.1955843
ARG,2015,Male,25-34,3.5248258,10.042467,17.185646,24.016247,45.230816,21.249994,28.548693,17.703333,5.4180527,3.1493776,0.90157092,0.17407314,0.4165974,,,46160.0,12.454222,0.91747892,-0.33424193,3.1901879
ARG,1996,Female,25-55,2.8884358,8.7373409,14.345601,21.158644,52.86998,18.24836,35.905716,23.63862,8.443388,5.3188806,1.7527373,0.37577957,0.48701963,-2.9577472,-3.0917492,25755.0,12.04457,1.029061,-0.21648856,3.5233827
ARG,1997,Female,25-55,2.684377,8.4107962,14.160653,21.055365,53.699566,17.589388,36.802105,24.494955,9.0610476,5.8117528,2.0211813,0.36661315,0.49778605,-2.8233042,-3.014461,28277.0,12.01402,1.0529571,-0.22460125,3.4677625
ARG,1998,Female,25-55,2.9575803,8.698595,13.991538,21.051683,53.312637,18.076525,36.53035,24.279165,8.9337149,5.7026653,1.9262329,0.4105956,0.49111769,-2.9237492,-3.1551242,30248.0,12.06663,1.024925,-0.19348523,3.5662148
ARG,1999,Female,25-55,2.9028668,8.7037268,13.796669,20.828758,53.777931,17.959585,37.136593,24.953722,9.5228605,6.2536163,2.4023497,0.73685938,0.49565443,-2.2917676,-2.183109,30507.0,12.11296,1.033397,-0.18401295,3.648294
ARG,2000,Female,25-55,2.9721289,8.6480656,13.703778,20.868444,53.807583,17.915371,37.176693,25.018576,9.463583,6.1924763,2.1706724,0.48388022,0.49581212,-2.6957092,-2.8308017,31445.0,12.13056,1.025703,-0.17753936,3.6350782
ARG,2001,Female,25-55,3.0488429,8.6838522,13.618403,20.649494,54.0089,17.998896,37.595901,25.446442,9.6398211,6.2712312,2.2941351,0.54592383,0.49665099,-2.5211937,-2.5513811,31751.0,12.15961,1.020844,-0.16140728,3.7407482
ARG,2002,Female,25-55,3.2389841,8.7225285,13.313331,19.960054,54.775158,18.092438,39.055561,27.462879,11.723746,8.0897255,3.3239768,0.68005824,0.50245762,-2.2075355,-2.3058391,29362.0,11.87545,1.001933,-0.14516968,3.8714151
ARG,2003,Female,25-55,3.2342322,9.0371904,14.401374,20.733976,52.603176,18.844292,36.942547,25.605066,10.562462,7.1427965,2.86395,0.69068909,0.4836553,-2.3080914,-2.3958628,30784.0,11.94364,0.99165112,-0.2250673,3.7751305
ARG,2004,Female,25-55,3.5221305,9.3635778,15.194164,21.159204,50.770222,19.861097,35.188961,24.188562,9.8347683,6.6385074,2.7567055,0.58032733,0.46426862,-2.157254,-2.1088107,33724.0,12.07131,0.93823552,-0.25226894,3.6236956
ARG,2005,Female,25-55,3.9217651,10.03424,16.050518,21.596327,48.407791,21.336613,32.973629,22.33371,8.828063,5.8633795,2.3211684,0.49765173,0.43795335,-2.3342683,-2.3447075,36766.0,12.1646,0.88674837,-0.27864116,3.6496542
ARG,2006,Female,25-55,3.9629593,10.157612,16.373735,22.143879,47.370071,21.616337,31.757803,21.203588,8.3264465,5.5509605,2.192894,0.55111361,0.42901009,-2.3519204,-2.352016,40107.0,12.2711,0.87928838,-0.28556699,3.5290654
ARG,2007,Female,25-55,4.0093818,10.159213,16.394823,22.212994,47.231243,21.678679,31.576466,21.097275,8.3431168,5.6207328,2.2029736,0.53371155,0.42756736,-2.3268461,-2.3264995,43316.0,12.26845,0.87382752,-0.28625908,3.4805133
ARG,2008,Female,25-55,4.0145836,10.291876,16.460482,22.376078,46.864174,21.841162,30.989805,20.375063,7.791204,5.1128726,1.8948927,0.38954186,0.42342976,-2.53404,-2.5933433,46527.0,12.35288,0.8771106,-0.27606678,3.4884925
ARG,2009,Female,25-55,4.1563325,10.449372,16.639366,22.497736,46.2644,22.223602,30.336842,19.694489,7.2040253,4.6692634,1.6670815,0.33489871,0.41601747,-2.7293699,-2.792556,46856.0,12.38152,0.86535501,-0.27896219,3.5468733
ARG,2010,Female,25-55,4.1747475,10.484054,16.812094,22.759045,45.770061,22.316345,29.796156,19.205162,6.9510217,4.5195727,1.5926497,0.34800324,0.41198936,-2.7129371,-2.7267852,48420.0,12.36509,0.8641516,-0.28299218,3.5362635
ARG,2011,Female,25-55,4.1092052,10.537809,17.041206,23.153389,45.165176,22.360807,29.176147,18.712772,6.6986189,4.3824897,1.5495361,0.28516617,0.40808296,-2.8737276,-2.9925857,50811.0,12.43227,0.87128502,-0.29932436,3.516649
ARG,2012,Female,25-55,4.0619941,10.628436,17.198399,23.479355,44.631817,22.451139,28.745415,18.422523,6.6235547,4.318748,1.4983737,0.31347403,0.40465772,-2.9012196,-3.0085804,52305.0,12.48066,0.87859809,-0.31689015,3.5602887
ARG,2013,Female,25-55,3.9843867,10.475576,17.064617,23.561745,44.9202,22.138012,28.978153,18.566042,6.6989861,4.3846803,1.5525724,0.25644514,0.40874258,-2.9677503,-3.1814542,53162.0,12.47309,0.88755238,-0.31625623,3.5206301
ARG,2014,Female,25-55,3.9096639,10.501018,17.060612,23.779106,44.756073,22.091444,28.779215,18.438873,6.6746049,4.3610568,1.5615931,0.30345976,0.40851513,-2.738848,-2.7968624,53733.0,12.42802,0.89697868,-0.32235488,3.5016053
ARG,2015,Female,25-55,3.8818741,10.34753,16.981213,23.558802,45.23687,21.873629,29.194771,18.705729,6.7855501,4.4372044,1.5665025,0.32687435,0.41281071,-2.813139,-2.8865111,55033.0,12.45944,0.900307,-0.3137497,3.499846
ARG,1996,Male,25-55,2.4464312,7.4835644,12.47234,20.975159,56.626579,15.504577,39.8988,27.568415,10.945243,7.1577287,2.549391,0.48511884,0.53235513,-2.795831,-3.1243258,71442.0,12.20039,1.106411,-0.15820037,3.3241541
ARG,1997,Male,25-55,2.4787629,7.4237046,12.212586,20.552004,57.336704,15.368864,40.688663,28.280558,11.24729,7.379251,2.6098256,0.4893457,0.53752941,-2.6583645,-2.9558344,76247.0,12.18807,1.102823,-0.14030419,3.4142263
ARG,1998,Male,25-55,2.4933186,7.3746681,12.027825,20.328138,57.776051,15.252036,41.254269,28.89563,11.728272,7.7710209,2.7506361,0.54506707,0.54144436,-2.5548143,-2.8031564,78505.0,12.21007,1.1026829,-0.12470226,3.4456844
ARG,1999,Male,25-55,2.4224453,7.2470989,11.814737,20.081903,58.437416,14.964109,42.125347,29.72657,12.308406,8.2107592,2.9525795,0.60850453,0.54848492,-2.5383756,-2.7735825,77628.0,12.22388,1.113878,-0.1284676,3.457504
ARG,2000,Male,25-55,2.3534031,7.1064162,11.697281,19.778681,59.070377,14.686744,42.874584,30.533091,13.002299,8.8260612,3.4881573,0.88996297,0.55501425,-2.2080529,-2.2748373,75930.0,12.227,1.120001,-0.13104767,3.4555445
ARG,2001,Male,25-55,2.3741314,7.0901933,11.605918,19.536167,59.397915,14.670322,43.262215,30.844204,13.01676,8.7242641,3.3373394,0.73659545,0.55701023,-2.327395,-2.4856522,74037.0,12.23772,1.1177911,-0.12054054,3.4989016
ARG,2002,Male,25-55,2.3491709,7.1161547,11.417557,18.964018,60.157143,14.587972,44.571335,32.511105,15.037658,10.573311,4.5376883,1.139325,0.56444001,-1.988583,-2.0721552,65949.0,11.96291,1.120425,-0.13019094,3.6422806
ARG,2003,Male,25-55,2.5439756,7.7718964,12.458988,19.454784,57.774277,15.962739,42.265079,30.588631,14.149907,9.9854755,4.1305394,1.0457042,0.53985173,-2.0206847,-2.1230273,70928.0,12.07749,1.081717,-0.17806993,3.6442537
ARG,2004,Male,25-55,2.9978373,8.6764822,13.415283,20.183111,54.731045,17.857191,39.09832,27.839018,12.619936,8.930006,3.7272549,0.81725806,0.50610173,-2.1006782,-2.2228758,78528.0,12.23418,1.005852,-0.18435691,3.5913198
ARG,2005,Male,25-55,3.3650866,9.1360464,14.037209,20.513243,52.951923,18.998407,37.209209,26.060886,11.404221,7.899497,3.1547079,0.67101765,0.48491603,-2.1438818,-2.2548764,86609.0,12.32377,0.95444947,-0.18573396,3.595336
ARG,2006,Male,25-55,3.4948742,9.4934788,14.493469,21.046951,51.474552,19.719397,35.439636,24.29306,10.225168,6.9500079,2.6117659,0.5347681,0.46943346,-2.4093568,-2.6199384,94078.0,12.45214,0.94054133,-0.19366707,3.5621698
ARG,2007,Male,25-55,3.5898623,9.6310654,14.582923,21.26848,50.930798,19.985197,34.829762,23.715349,9.8854856,6.6719646,2.5410604,0.61306989,0.46359667,-2.2966931,-2.3722765,101097.0,12.46605,0.93265998,-0.18588041,3.5975785
ARG,2008,Male,25-55,3.6873479,9.8328209,14.641573,21.386271,50.451988,20.314838,34.346664,23.224201,9.4646807,6.347096,2.3356187,0.49939454,0.45777026,-2.4616756,-2.6052716,104965.0,12.55825,0.92615467,-0.17862891,3.6752
ARG,2009,Male,25-55,3.6338699,9.8275576,14.666991,21.46776,50.406918,20.285587,34.227554,23.052658,9.3240671,6.271893,2.3308265,0.4953042,0.45782781,-2.4920387,-2.6475489,103059.0,12.57282,0.92978078,-0.19024645,3.6306829
ARG,2010,Male,25-55,3.6158142,9.8426914,14.841405,21.734024,49.969135,20.35775,33.692707,22.527212,8.883522,5.9402227,2.2492642,0.51825273,0.45453018,-2.4139471,-2.4538145,104972.0,12.57849,0.93484461,-0.19844146,3.5917208
ARG,2011,Male,25-55,3.614476,9.8297119,15.03444,21.768034,49.756287,20.408485,33.6465,22.627462,9.0644255,6.1829348,2.6325872,0.82209051,0.45332268,-2.041744,-1.9266559,109372.0,12.65112,0.93760508,-0.21793976,3.6299384
ARG,2012,Male,25-55,3.6165717,10.017179,15.59325,22.139095,48.63768,20.836273,32.536385,21.593803,8.3212156,5.5350718,2.0915062,0.47873968,0.44318175,-2.4372549,-2.44523,110642.0,12.69397,0.93914121,-0.25937018,3.6363614
ARG,2013,Male,25-55,3.5743854,9.9035463,15.618497,22.196165,48.71035,20.673685,32.59697,21.638149,8.4428139,5.6880665,2.2755325,0.53405797,0.44491854,-2.3780596,-2.3895435,111307.0,12.6937,0.94555211,-0.26316565,3.6104558
ARG,2014,Male,25-55,3.4783814,9.8582401,15.770595,22.303301,48.59243,20.552061,32.568863,21.681828,8.3286686,5.5423007,2.13991,0.47743163,0.44541994,-2.4282711,-2.4347248,111191.0,12.64207,0.95620477,-0.28754917,3.6879404
ARG,2015,Male,25-55,3.4943221,9.7776194,15.623039,22.198544,48.909378,20.451832,32.809223,21.806911,8.306262,5.5289698,2.1379611,0.58045006,0.44785374,-2.3564351,-2.2869186,112562.0,12.67468,0.95464748,-0.27089313,3.6020684
ARG,1996,Female,35-44,2.7120812,8.3941002,13.740909,20.928286,54.262325,17.43125,36.992092,24.471275,8.7295876,5.5515571,2.1297464,0.439264,0.50123107,,,8087.0,12.100042,1.0576606,-0.18434259,3.5263896
ARG,1997,Female,35-44,2.5876386,8.1803055,13.61467,20.868528,54.783546,16.997553,37.767494,25.371601,9.3166504,5.9110713,2.065582,0.42029297,0.50872308,,,8617.0,12.087472,1.0733621,-0.20070119,3.4566884
ARG,1998,Female,35-44,2.9422417,8.4802122,13.461934,20.709764,54.439175,17.584625,37.572796,25.171556,9.2837582,5.895925,2.1362691,0.40151921,0.50115198,,,9049.0,12.145674,1.0350721,-0.15263601,3.6204581
ARG,1999,Female,35-44,2.8756082,8.3776941,13.05414,20.28117,55.443851,17.240877,38.66872,26.098787,9.7943859,6.3075833,2.4089911,0.47101098,0.5102632,,,9092.0,12.187798,1.0476785,-0.12922683,3.6303406
ARG,2000,Female,35-44,2.9678319,8.2801933,12.863655,20.136543,55.783489,17.130955,39.262474,26.909765,10.590648,6.97123,2.6795094,0.48011547,0.51372802,,,9258.0,12.208806,1.0331423,-0.12192813,3.5995915
ARG,2001,Female,35-44,3.0402308,8.3194342,12.766297,19.943676,55.961727,17.195189,39.556782,27.226139,10.615209,6.8672686,2.7243929,0.44437563,0.51420397,,,9322.0,12.253655,1.0286721,-0.10537604,3.6908667
ARG,2002,Female,35-44,3.2479377,8.3153639,12.511743,19.288549,56.669197,17.295547,41.258659,29.673342,12.636993,8.6600666,3.1837595,0.42129257,0.52041245,,,8666.0,11.95753,1.0065405,-0.096166514,3.9061735
ARG,2003,Female,35-44,3.3202968,8.9031658,13.549564,19.828962,54.430305,18.427156,39.218777,27.969675,12.0487,8.3169737,3.7197125,0.73523808,0.49886402,,,9072.0,12.036872,0.98584843,-0.16276914,4.0172582
ARG,2004,Female,35-44,3.7220006,9.4253922,14.416768,20.385401,52.081799,19.846905,36.790981,25.7623,10.502961,7.0780416,2.8866143,0.44942927,0.47266009,,,9783.0,12.18639,0.93022382,-0.17889537,3.9217246
ARG,2005,Female,35-44,4.0128932,9.951067,15.213511,20.824209,49.998322,21.043406,34.869843,24.069855,9.6972437,6.6333275,2.8111174,0.78423786,0.45060796,,,10690.0,12.266507,0.88764471,-0.21191011,3.755142
ARG,2006,Female,35-44,4.0215497,10.125152,15.675315,21.325768,48.880093,21.433468,33.458485,22.766171,9.0049314,5.9328418,2.286433,0.67991072,0.44026315,,,11578.0,12.377565,0.88455153,-0.24161364,3.6531246
ARG,2007,Female,35-44,4.0645199,10.157258,15.558534,21.237827,49.007156,21.483059,33.714584,23.16054,9.3424578,6.2132072,2.2531061,0.53860623,0.44112411,,,12701.0,12.375405,0.87769246,-0.23660848,3.6570899
ARG,2008,Female,35-44,3.9911282,10.186691,15.729826,21.562778,48.553043,21.45306,32.925335,22.21702,8.6317425,5.595962,1.9873005,0.44671211,0.43756831,,,13833.0,12.445895,0.88697094,-0.24663649,3.6678879
ARG,2009,Female,35-44,4.206243,10.369542,15.988028,21.840109,47.619358,22.003382,31.827393,21.088037,7.6485457,4.7853298,1.6578124,0.36423352,0.42645833,,,14206.0,12.479932,0.86989069,-0.2424624,3.6543672
ARG,2010,Female,35-44,4.1797276,10.445637,16.249075,22.124348,47.023373,22.126801,31.111336,20.35778,7.4314704,4.8089695,1.7171195,0.37829524,0.4215855,,,15072.0,12.459845,0.873716,-0.25222585,3.626497
ARG,2011,Female,35-44,4.1187162,10.559391,16.588793,22.46739,46.286686,22.276743,30.377235,19.751747,7.2006721,4.6213779,1.5458101,0.23446469,0.41613683,,,16159.0,12.52632,0.87896895,-0.27891472,3.6848416
ARG,2012,Female,35-44,4.2364154,10.664211,16.735323,22.591543,45.792622,22.522802,30.066359,19.617504,7.2931013,4.730546,1.5945033,0.33417925,0.41115734,,,16943.0,12.580887,0.8732537,-0.27671671,3.735594
ARG,2013,Female,35-44,4.0573492,10.470646,16.685139,22.787519,45.999348,22.080038,30.129625,19.503605,7.1359792,4.6344628,1.5044901,0.21059665,0.41556913,,,17670.0,12.564977,0.89092892,-0.28460169,3.7233131
ARG,2014,Female,35-44,4.0480661,10.577919,16.857321,23.178007,45.357613,22.235729,29.501545,19.000383,6.9224076,4.4769711,1.4989318,0.2603502,0.41074631,,,18237.0,12.520602,0.89244998,-0.29208454,3.6716511
ARG,2015,Female,35-44,4.0756903,10.512556,16.730122,22.946629,45.753178,22.186497,29.760008,19.145754,7.0045285,4.5229177,1.4829366,0.25368199,0.41330367,,,18917.0,12.561978,0.88965726,-0.2749261,3.6479874
ARG,1996,Male,35-44,2.432209,7.3274755,12.16014,20.920456,57.171989,15.135007,40.317795,27.732574,10.967782,7.2199893,2.4678946,0.46926081,0.53755409,,,23538.0,12.296244,1.1175704,-0.13002853,3.3848376
ARG,1997,Male,35-44,2.503978,7.2708321,12.016579,20.632214,57.576397,15.08038,40.891682,28.243792,11.056886,7.2232127,2.4725974,0.49414074,0.54020965,,,25015.0,12.286313,1.1123264,-0.11645266,3.4232574
ARG,1998,Male,35-44,2.5140142,7.2884479,11.876518,20.376011,57.956055,15.053818,41.388874,28.730892,11.400065,7.3810468,2.4374723,0.48927698,0.54298574,,,25632.0,12.307572,1.1135176,-0.11117318,3.4902811
ARG,1999,Male,35-44,2.4847851,7.1523023,11.677086,20.098461,58.599373,14.800748,42.291882,29.628742,11.942021,7.869535,2.800247,0.58790672,0.54959565,,,25218.0,12.326333,1.1176778,-0.10010757,3.481693
ARG,2000,Male,35-44,2.3558133,6.8903532,11.438847,19.62809,59.697929,14.288588,43.630001,31.216381,13.660909,9.5602751,4.4058118,1.100468,0.56169266,,,24592.0,12.331192,1.1261396,-0.11664192,3.4412656
ARG,2001,Male,35-44,2.3783994,6.9424706,11.384848,19.558741,59.746838,14.355943,43.583263,30.966661,13.042358,8.8110142,3.3863423,0.76908505,0.56070769,,,23966.0,12.338057,1.1255796,-0.10431948,3.478117
ARG,2002,Male,35-44,2.4584882,7.096581,11.284022,19.160778,60.01255,14.561932,44.286755,31.958324,14.169064,9.6991282,4.0499439,1.1505277,0.56205809,,,21594.0,12.069663,1.1166,-0.10393798,3.6719069
ARG,2003,Male,35-44,2.6658435,7.8417573,12.181835,19.47229,57.850395,16.006565,42.291779,30.424541,13.743383,9.5021296,3.8443334,1.1351557,0.53872603,,,22847.0,12.197259,1.0765704,-0.14273238,3.8140833
ARG,2004,Male,35-44,3.0611968,8.739995,13.000993,20.126543,55.082943,17.740843,39.534725,28.180281,12.582195,8.716526,3.5835097,0.90735835,0.5085187,,,24977.0,12.351057,1.0101217,-0.15107055,3.8174243
ARG,2005,Male,35-44,3.4143305,9.1096554,13.506916,20.362265,53.617813,18.743801,38.055431,26.816494,11.626197,7.9009981,3.0293322,0.59398967,0.49085689,,,27332.0,12.443215,0.96099681,-0.1425114,3.7614031
ARG,2006,Male,35-44,3.6023455,9.4959993,13.919426,20.940405,52.052265,19.525299,36.254627,25.121868,10.510957,7.0188055,2.4243753,0.38232768,0.47440076,,,29627.0,12.572313,0.93985057,-0.14696798,3.7516415
ARG,2007,Male,35-44,3.6294079,9.5802994,14.012484,21.11297,51.674709,19.664196,35.707359,24.566294,10.160301,6.7283068,2.4159586,0.62975419,0.47044665,,,31637.0,12.578201,0.94106263,-0.14593358,3.7831345
ARG,2008,Male,35-44,3.7673631,9.7268047,14.060066,21.143055,51.312202,19.980545,35.360744,24.214811,9.9237041,6.6063123,2.3444505,0.40551475,0.46531492,,,33032.0,12.669245,0.92884105,-0.13607913,3.7987731
ARG,2009,Male,35-44,3.6848903,9.7410917,14.107099,21.283209,51.183708,19.952576,35.079029,23.823767,9.6270971,6.405364,2.3123186,0.50065297,0.46474409,,,33320.0,12.673566,0.93557197,-0.13879561,3.7743986
ARG,2010,Male,35-44,3.7962277,9.9117069,14.387846,21.611406,50.292812,20.373983,34.134186,22.92701,8.9380894,5.8710022,2.1852689,0.41520768,0.45565599,,,34150.0,12.687129,0.92775232,-0.13897878,3.7562933
