#EventID,Time,month,Latitude,Longitude,DepthInKm,Author,MagType,mag_range,Magnitude,EventLocationName,EventType
31776021,2022-07-04T09:38:07.190000,2022-07,40.8828,15.1235,10.8,SURVEY-INGV,ML,'2-3,2.6,3 km E Nusco (AV),earthquake
31777341,2022-07-04T10:43:51.550000,2022-07,44.8007,10.7283,6,SURVEY-INGV,ML,'2-3,2.2,5 km S Novellara (RE),earthquake
31777451,2022-07-04T10:50:48.910000,2022-07,44.7868,10.6885,2.7,SURVEY-INGV,ML,'3-4,3,3 km NE Bagnolo in Piano (RE),earthquake
31779931,2022-07-04T13:43:33.060000,2022-07,43.8373,10.2187,9.9,SURVEY-INGV,ML,'2-3,2.4,"Costa Toscana settentrionale (Massa-Carrara, Lucca, Pisa)",earthquake
31781601,2022-07-04T15:47:53.100000,2022-07,45.2813,13.451,8.1,SURVEY-INGV,ML,'2-3,2.3,Istria (CROAZIA),earthquake
31784891,2022-07-05T00:37:33.290000,2022-07,44.7483,11.7973,9.1,SURVEY-INGV,ML,'2-3,2.1,4 km E Voghiera (FE),earthquake
31787761,2022-07-05T06:49:40.630000,2022-07,43.099,13.3562,20.3,SURVEY-INGV,ML,'2-3,2.5,3 km W Sant'Angelo in Pontano (MC),earthquake
31791951,2022-07-05T11:41:08.240000,2022-07,37.5178,15.6982,33.3,SURVEY-INGV,ML,'3-4,3.1,Mar Ionio Meridionale (MARE),earthquake
31796191,2022-07-05T16:02:14.730000,2022-07,37.5842,14.2953,33.3,SURVEY-INGV,ML,'2-3,2.1,2 km E Calascibetta (EN),earthquake
31798491,2022-07-05T18:35:04.660000,2022-07,44.7378,12.1415,27.8,SURVEY-INGV,ML,'2-3,2.5,3 km S Lagosanto (FE),earthquake
31799771,2022-07-05T22:23:50.770000,2022-07,43.8375,5.7733,15.2,SURVEY-INGV,ML,'2-3,2.6,Near south coast of France [Land: France],earthquake
31801501,2022-07-06T05:38:31.970000,2022-07,45.0207,11.2738,34.2,SURVEY-INGV,ML,'2-3,2.4,1 km SW Castelnovo Bariano (RO),earthquake
31804731,2022-07-06T10:19:16.290000,2022-07,44.1413,10.6322,13.9,SURVEY-INGV,ML,'2-3,2.3,3 km W Abetone (PT),earthquake
31809161,2022-07-06T20:39:13.750000,2022-07,44.7853,10.7432,3.7,SURVEY-INGV,ML,'2-3,2,3 km W Correggio (RE),earthquake
31809801,2022-07-07T02:24:41.240000,2022-07,38.5398,15.503,146.5,SURVEY-INGV,ML,'2-3,2.1,Tirreno Meridionale (MARE),earthquake
31812611,2022-07-07T10:50:03.510000,2022-07,43.4558,12.443,7.1,SURVEY-INGV,ML,'2-3,2.3,1 km N Pietralunga (PG),earthquake
31826891,2022-07-08T01:30:08.980000,2022-07,43.1513,13.898,45,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Fermana (Fermo),earthquake
31829441,2022-07-08T03:13:11.690000,2022-07,38.6772,14.2158,30.8,SURVEY-INGV,ML,'2-3,2.2,Isole Eolie (Messina),earthquake
31833021,2022-07-08T06:03:14.690000,2022-07,45.8363,10.5895,11.5,SURVEY-INGV,ML,'2-3,2.3,2 km SE Storo (TN),earthquake
31842951,2022-07-08T12:25:09.760000,2022-07,43.832,12.2822,33.8,SURVEY-INGV,ML,'2-3,2.4,2 km NE Pennabilli (RN),earthquake
31861151,2022-07-09T04:14:27.090000,2022-07,42.9007,12.9548,10,SURVEY-INGV,ML,'2-3,2.1,2 km E Sellano (PG),earthquake
31869301,2022-07-09T11:41:10.770000,2022-07,38.5858,15.4885,151.5,SURVEY-INGV,ML,'2-3,2.6,Tirreno Meridionale (MARE),earthquake
31869411,2022-07-09T11:47:23.210000,2022-07,48.7725,8.45,13,SURVEY-INGV,ML,'4-5,4,Germany,earthquake
31870141,2022-07-09T12:25:21.710000,2022-07,44.7418,11.3417,24.5,SURVEY-INGV,ML,'2-3,2.1,4 km NE Pieve di Cento (BO),earthquake
31877891,2022-07-09T20:24:04.020000,2022-07,46.1638,14.8417,3.2,SURVEY-INGV,ML,'2-3,2.3,Slovenia (SLOVENIA),earthquake
31883711,2022-07-10T07:43:34.670000,2022-07,42.2532,15.5433,10,SURVEY-INGV,ML,'2-3,2.3,Adriatico Centrale (MARE),earthquake
31887311,2022-07-10T10:49:47.640000,2022-07,42.519,13.5012,11.1,SURVEY-INGV,ML,'2-3,2,4 km SE Crognaleto (TE),earthquake
31899331,2022-07-11T02:36:19.750000,2022-07,38.2628,14.84,120.7,SURVEY-INGV,ML,'2-3,2,Costa Siciliana nord-orientale (Messina),earthquake
31902781,2022-07-11T08:20:35.950000,2022-07,37.4818,14.8933,10.3,SURVEY-INGV,ML,'2-3,2.3,8 km W Motta Sant'Anastasia (CT),earthquake
31902861,2022-07-11T08:20:49.260000,2022-07,37.4813,14.8805,7.3,SURVEY-INGV,ML,'3-4,3.2,9 km W Motta Sant'Anastasia (CT),earthquake
31907211,2022-07-11T14:19:14.940000,2022-07,44.4357,9.7738,74,SURVEY-INGV,ML,'2-3,2.1,6 km E Albareto (PR),earthquake
31912541,2022-07-12T04:19:59.190000,2022-07,38.0667,15.1008,7.8,SURVEY-INGV,ML,'2-3,2.1,2 km N Tripi (ME),earthquake
31922111,2022-07-12T16:29:21.660000,2022-07,39.6028,15.5703,271,SURVEY-INGV,ML,'2-3,2.7,Costa Calabra nord-occidentale (Cosenza),earthquake
31924831,2022-07-12T22:31:25.790000,2022-07,37.1753,15.5962,30,SURVEY-INGV,ML,'2-3,2.4,Costa Siracusana (Siracusa),earthquake
31925031,2022-07-12T23:06:19.000000,2022-07,35.5303,14.4513,13.8,SURVEY-INGV,ML,'3-4,3.5,Malta [Sea],earthquake
32026771,2022-07-13T16:23:02.680000,2022-07,38.506,14.9,6,SURVEY-INGV-CT#SeismPicker_SO-OE,ML,'2-3,2.2,Isole Eolie (Messina),earthquake
31939091,2022-07-13T18:36:41.670000,2022-07,44.108,12.0525,9.6,SURVEY-INGV,ML,'3-4,3.1,2 km SW Meldola (FC),earthquake
31939191,2022-07-13T18:37:40.200000,2022-07,44.1098,12.0473,10.1,SURVEY-INGV,ML,'2-3,2.9,2 km SW Meldola (FC),earthquake
31939501,2022-07-13T18:52:05.170000,2022-07,44.11,12.0582,9.3,SURVEY-INGV,Mw,'3-4,3.2,2 km S Meldola (FC),earthquake
31940051,2022-07-13T19:10:07.030000,2022-07,37.2527,15.7903,9.3,SURVEY-INGV,ML,'2-3,2.4,Mar Ionio Meridionale (MARE),earthquake
31940401,2022-07-13T19:27:33.710000,2022-07,44.1672,12.0812,10,SURVEY-INGV,ML,'2-3,2,4 km SW Forlimpopoli (FC),earthquake
31940781,2022-07-13T19:51:56.310000,2022-07,44.154,12.0728,10,SURVEY-INGV,ML,'2-3,2.2,3 km NE Meldola (FC),earthquake
31941301,2022-07-13T20:43:01.400000,2022-07,44.1317,12.0825,8,SURVEY-INGV,ML,'2-3,2.1,2 km E Meldola (FC),earthquake
31941381,2022-07-13T20:48:01.610000,2022-07,44.0882,12.051,7.5,SURVEY-INGV,ML,'2-3,2.9,4 km S Meldola (FC),earthquake
31943061,2022-07-14T00:31:32.770000,2022-07,44.1818,12.039,27.2,SURVEY-INGV,ML,'2-3,2.2,5 km S Forl� (FC),earthquake
31943191,2022-07-14T00:59:27.980000,2022-07,44.1053,12.0653,7.1,SURVEY-INGV,ML,'2-3,2.7,3 km S Meldola (FC),earthquake
31943421,2022-07-14T01:05:27.440000,2022-07,44.124,12.0872,7.7,SURVEY-INGV,ML,'2-3,2,2 km E Meldola (FC),earthquake
31943511,2022-07-14T01:10:28.790000,2022-07,44.1472,12.0897,10,SURVEY-INGV,ML,'2-3,2.2,3 km NE Meldola (FC),earthquake
31944051,2022-07-14T02:02:03.760000,2022-07,44.148,12.0605,9.1,SURVEY-INGV,ML,'2-3,2.3,2 km N Meldola (FC),earthquake
31944251,2022-07-14T02:21:20.850000,2022-07,42.6827,13.1983,10.5,SURVEY-INGV,Mw,'3-4,3.1,4 km W Accumoli (RI),earthquake
31944861,2022-07-14T03:03:52.580000,2022-07,44.0922,12.0567,7.3,SURVEY-INGV,ML,'2-3,2.3,4 km S Meldola (FC),earthquake
31946381,2022-07-14T05:41:55.240000,2022-07,44.1643,12.1182,7.1,SURVEY-INGV,ML,'2-3,2.3,2 km NW Bertinoro (FC),earthquake
32026811,2022-07-14T06:15:09.290000,2022-07,37.768,14.993,0.4,SURVEY-INGV-CT#SeismPicker_SO-OE,ML,'2-3,2.1,12 km W Milo (CT),earthquake
31957731,2022-07-14T17:47:21.480000,2022-07,44.2937,10.0365,9.5,SURVEY-INGV,ML,'2-3,2.2,3 km N Licciana Nardi (MS),earthquake
31957921,2022-07-14T17:58:10.780000,2022-07,44.2987,10.0433,10.3,SURVEY-INGV,ML,'2-3,2.1,4 km N Licciana Nardi (MS),earthquake
31962321,2022-07-15T06:55:06.620000,2022-07,44.1273,12.0715,5.3,SURVEY-INGV,ML,'2-3,2.1,1 km E Meldola (FC),earthquake
31962751,2022-07-15T07:18:42.990000,2022-07,42.6757,13.1947,9.4,SURVEY-INGV,ML,'2-3,2,5 km W Accumoli (RI),earthquake
31968021,2022-07-15T13:16:12.050000,2022-07,40.8678,16.4832,32.7,SURVEY-INGV,ML,'2-3,2.1,7 km NW Altamura (BA),earthquake
32026821,2022-07-15T15:33:10.020000,2022-07,37.767,15.138,7.8,SURVEY-INGV-CT#SeismPicker_SO-OE,ML,'2-3,2,2 km N Sant'Alfio (CT),earthquake
31974861,2022-07-15T23:13:28.750000,2022-07,38.5082,15.515,125.7,SURVEY-INGV,ML,'2-3,2.4,Tirreno Meridionale (MARE),earthquake
31975051,2022-07-16T00:23:57.030000,2022-07,42.8453,13.0783,10.7,SURVEY-INGV,ML,'2-3,2,5 km SE Preci (PG),earthquake
31975341,2022-07-16T01:36:08.690000,2022-07,41.5532,15.8273,10.7,SURVEY-INGV,ML,'2-3,2.2,11 km SW Manfredonia (FG),earthquake
31975531,2022-07-16T02:10:50.350000,2022-07,38.7988,15.1922,253.5,SURVEY-INGV,ML,'3-4,3,Isole Eolie (Messina),earthquake
31980961,2022-07-16T12:24:17.340000,2022-07,43.6092,12.3508,9.5,SURVEY-INGV,ML,'2-3,2,4 km S Mercatello sul Metauro (PU),earthquake
31981711,2022-07-16T13:30:40.090000,2022-07,46.3213,12.7453,8.5,SURVEY-INGV,ML,'3-4,3.2,4 km W Tramonti di Sopra (PN),earthquake
31982441,2022-07-16T14:11:41.540000,2022-07,38.4643,15.6653,135.3,SURVEY-INGV,ML,'2-3,2.2,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
31982541,2022-07-16T14:15:56.140000,2022-07,38.5153,13.9892,32.2,SURVEY-INGV,ML,'2-3,2.2,Tirreno Meridionale (MARE),earthquake
31987541,2022-07-16T21:41:23.190000,2022-07,44.7617,10.6928,20.6,SURVEY-INGV,ML,'2-3,2.2,1 km E Bagnolo in Piano (RE),earthquake
32002961,2022-07-18T03:34:40.250000,2022-07,38.3465,17.5392,24.3,SURVEY-INGV,ML,'2-3,2.3,Mar Ionio Settentrionale (MARE),earthquake
32014601,2022-07-18T15:54:52.470000,2022-07,43.0655,14.1627,30.4,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Picena (Ascoli Piceno),earthquake
32016511,2022-07-18T19:05:41.590000,2022-07,45.3133,14.4717,10,SURVEY-INGV,ML,'2-3,2.5,Costa Croata Settentrionale (CROAZIA),earthquake
32017941,2022-07-19T00:15:01.410000,2022-07,37.2602,16.2223,6.9,SURVEY-INGV,ML,'2-3,2.4,Mar Ionio Meridionale (MARE),earthquake
32023881,2022-07-19T10:53:30.940000,2022-07,38.8018,15.5985,85.1,SURVEY-INGV,ML,'2-3,2,Tirreno Meridionale (MARE),earthquake
32025271,2022-07-19T12:36:38.410000,2022-07,38.1727,15.765,7.6,SURVEY-INGV,ML,'3-4,3,1 km E Sant'Alessio in Aspromonte (RC),earthquake
32030061,2022-07-19T20:40:36.210000,2022-07,38.1677,15.7698,8,SURVEY-INGV,ML,'2-3,2.6,1 km SE Sant'Alessio in Aspromonte (RC),earthquake
32030821,2022-07-19T21:59:08.470000,2022-07,38.7353,15.0823,239.1,SURVEY-INGV,ML,'2-3,2.2,Isole Eolie (Messina),earthquake
32032451,2022-07-20T03:27:02.750000,2022-07,38.1452,15.2392,6.9,SURVEY-INGV,ML,'2-3,2.2,2 km E Barcellona Pozzo di Gotto (ME),earthquake
32032691,2022-07-20T03:42:48.550000,2022-07,38.1492,15.2303,7.7,SURVEY-INGV,ML,'2-3,2,1 km E Barcellona Pozzo di Gotto (ME),earthquake
32033061,2022-07-20T03:59:26.640000,2022-07,38.1407,15.2322,10.4,SURVEY-INGV,ML,'2-3,2,1 km SE Barcellona Pozzo di Gotto (ME),earthquake
32033151,2022-07-20T04:12:34.610000,2022-07,38.1535,15.236,7.4,SURVEY-INGV,ML,'2-3,2.5,2 km E Barcellona Pozzo di Gotto (ME),earthquake
32033671,2022-07-20T05:14:35.060000,2022-07,38.1458,15.2177,7.5,SURVEY-INGV,ML,'2-3,2.7,Barcellona Pozzo di Gotto (ME),earthquake
32043941,2022-07-20T21:29:35.020000,2022-07,44.6108,10.231,23.5,SURVEY-INGV,ML,'2-3,2,3 km W Langhirano (PR),earthquake
32044191,2022-07-20T21:52:01.520000,2022-07,45.3148,6.5377,6.3,SURVEY-INGV,ML,'2-3,2.4,Confine Italia-Francia (FRANCIA),earthquake
32045321,2022-07-21T03:57:27.290000,2022-07,43.1147,14.1872,26.4,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Picena (Ascoli Piceno),earthquake
32047951,2022-07-21T09:01:26.850000,2022-07,43.0842,14.12,32,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Picena (Ascoli Piceno),earthquake
32051401,2022-07-21T15:00:41.100000,2022-07,38.3885,15.3213,129,SURVEY-INGV,ML,'2-3,2.2,Costa Siciliana nord-orientale (Messina),earthquake
32054831,2022-07-21T20:22:43.630000,2022-07,38.3062,15.2337,115.9,SURVEY-INGV,ML,'2-3,2,Costa Siciliana nord-orientale (Messina),earthquake
32055931,2022-07-22T00:14:33.730000,2022-07,37.6697,13.9658,33.2,SURVEY-INGV,ML,'2-3,2.1,6 km W Resuttano (CL),earthquake
32058081,2022-07-22T06:22:30.300000,2022-07,42.2213,13.5157,14.8,SURVEY-INGV,ML,'2-3,2.1,1 km N Rocca di Mezzo (AQ),earthquake
32072481,2022-07-23T05:09:55.810000,2022-07,47.3948,13.3765,8.2,SURVEY-INGV,ML,'2-3,2.2,Austria (AUSTRIA),earthquake
32073101,2022-07-23T05:53:29.259000,2022-07,40.823,14.428667,0.6,SURVEY-INGV-OV#SiSmi,Md,'2-3,2,Vesuvio,earthquake
32074281,2022-07-23T06:55:13.490000,2022-07,45.3145,6.5728,7.7,SURVEY-INGV,ML,'2-3,2.4,Confine Italia-Francia (FRANCIA),earthquake
32074411,2022-07-23T07:00:53.360000,2022-07,44.2272,10.9825,15.7,SURVEY-INGV,ML,'2-3,2.2,5 km NE Gaggio Montano (BO),earthquake
32076731,2022-07-23T09:30:53.570000,2022-07,44.4557,9.0828,9.1,SURVEY-INGV,ML,'2-3,2.4,1 km SW Davagna (GE),earthquake
32077571,2022-07-23T10:17:49.140000,2022-07,46.4828,15.0418,9.7,SURVEY-INGV,ML,'2-3,2.4,"Confine Austri-Slovenia (AUSTRIA, SLOVENIA)",earthquake
32086711,2022-07-23T22:15:09.750000,2022-07,38.3987,15.4877,128.8,SURVEY-INGV,ML,'2-3,2.7,Costa Siciliana nord-orientale (Messina),earthquake
32086921,2022-07-23T22:45:09.410000,2022-07,38.4032,15.3965,117.4,SURVEY-INGV,ML,'2-3,2.4,Tirreno Meridionale (MARE),earthquake
32087391,2022-07-24T00:25:58.940000,2022-07,43.1435,11.011,7.6,SURVEY-INGV,ML,'2-3,2,1 km NW Montieri (GR),earthquake
32088001,2022-07-24T02:26:23.890000,2022-07,44.685,6.499,11.2,SURVEY-INGV,ML,'2-3,2.1,France,earthquake
32092141,2022-07-24T10:33:06.510000,2022-07,45.406,16.0748,3.1,SURVEY-INGV,ML,'3-4,3.9,Croatia [Land],earthquake
32094401,2022-07-24T14:40:17.310000,2022-07,44.1458,12.4717,34.9,SURVEY-INGV,ML,'2-3,2.4,"Costa Romagnola meridionale (Rimini, Forli-Cesena)",earthquake
32094651,2022-07-24T15:07:53.980000,2022-07,47.4053,13.3455,8.3,SURVEY-INGV,ML,'2-3,2,Austria (AUSTRIA),earthquake
32095011,2022-07-24T15:44:20.560000,2022-07,45.3017,6.573,11.4,SURVEY-INGV,ML,'2-3,2.4,Confine Italia-Francia (FRANCIA),earthquake
32095451,2022-07-24T16:26:00.690000,2022-07,47.3863,13.4008,1.3,SURVEY-INGV,ML,'2-3,2.3,Austria (AUSTRIA),earthquake
32098931,2022-07-25T00:01:03.600000,2022-07,42.9155,13.0272,11.8,SURVEY-INGV,ML,'2-3,2.1,4 km N Preci (PG),earthquake
32100941,2022-07-25T06:19:29.310000,2022-07,39.1935,16.2478,11.5,SURVEY-INGV,ML,'2-3,2,4 km N Malito (CS),earthquake
32101101,2022-07-25T06:26:47.720000,2022-07,44.8013,9.2583,10.9,SURVEY-INGV,ML,'2-3,2,2 km W Menconico (PV),earthquake
32102451,2022-07-25T08:37:49.880000,2022-07,37.6982,14.2197,37.8,SURVEY-INGV,ML,'3-4,3.1,9 km E Alimena (PA),earthquake
32105341,2022-07-25T13:22:44.110000,2022-07,43.1387,13.0237,12.9,SURVEY-INGV,ML,'2-3,2,4 km W Camerino (MC),earthquake
32113201,2022-07-26T08:00:27.150000,2022-07,43.6273,12.0492,7.9,SURVEY-INGV,ML,'2-3,2,5 km S Pieve Santo Stefano (AR),earthquake
32113741,2022-07-26T08:37:11.550000,2022-07,41.7553,13.7012,7.5,SURVEY-INGV,ML,'2-3,2,3 km NE Campoli Appennino (FR),earthquake
32114771,2022-07-26T09:50:00.950000,2022-07,37.8667,16.1072,58.6,SURVEY-INGV,ML,'2-3,2.6,Costa Calabra sud-orientale (Reggio di Calabria),earthquake
32116011,2022-07-26T11:20:58.160000,2022-07,46.0343,8.2608,12.9,SURVEY-INGV,ML,'2-3,2.4,1 km N Piedimulera (VB),earthquake
32121341,2022-07-26T19:21:58.210000,2022-07,38.45,16.0403,10.9,SURVEY-INGV,ML,'2-3,2.1,2 km NW Melicucco (RC),earthquake
32122711,2022-07-26T23:50:06.140000,2022-07,41.2993,14.447,10.5,SURVEY-INGV,ML,'2-3,2,Gioia Sannitica (CE),earthquake
32123231,2022-07-27T02:19:50.120000,2022-07,41.4028,16.1117,10.3,SURVEY-INGV,ML,'2-3,2.2,Costa Barlettana (Barletta),earthquake
32136321,2022-07-27T19:41:09.780000,2022-07,44.6198,10.0307,25.2,SURVEY-INGV,ML,'2-3,2.3,4 km E Solignano (PR),earthquake
32136791,2022-07-27T20:48:05.170000,2022-07,42.8998,13.182,6.7,SURVEY-INGV,ML,'2-3,2.1,2 km E Castelsantangelo sul Nera (MC),earthquake
32151801,2022-07-28T23:19:25.740000,2022-07,43.0913,13.1888,26.6,SURVEY-INGV,ML,'2-3,2.3,6 km W Cessapalombo (MC),earthquake
32155661,2022-07-29T07:58:02.920000,2022-07,39.0572,16.0565,61.2,SURVEY-INGV,ML,'2-3,2.1,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
32155881,2022-07-29T08:09:19.170000,2022-07,38.3763,15.3522,167.4,SURVEY-INGV,ML,'2-3,2.5,Costa Siciliana nord-orientale (Messina),earthquake
32166291,2022-07-30T03:27:48.819000,2022-07,40.827333,14.144,2.2,SURVEY-INGV-OV#SiSmi,Md,'2-3,2.7,Campi Flegrei,earthquake
32176601,2022-07-30T23:12:24.900000,2022-07,45.3632,16.305,7.8,SURVEY-INGV,ML,'3-4,3.6,Croatia [Land],earthquake
32177811,2022-07-31T03:12:29.530000,2022-07,44.6317,6.8257,6.2,SURVEY-INGV,ML,'2-3,2.2,Confine Italia-Francia (FRANCIA),earthquake
32181891,2022-07-31T10:29:43.000000,2022-07,37.767,15.127,6.9,SURVEY-INGV-CT#SeismPicker_SO-OE,ML,'2-3,2.5,3 km NW Sant'Alfio (CT),earthquake
32182281,2022-07-31T10:51:58.660000,2022-07,37.763,15.132,8.7,SURVEY-INGV-CT#SeismPicker_SO-OE,ML,'2-3,2,2 km NW Sant'Alfio (CT),earthquake
32190311,2022-07-31T20:28:12.570000,2022-07,39.533,15.4598,273.3,SURVEY-INGV,ML,'2-3,2.7,Tirreno Meridionale (MARE),earthquake
32191251,2022-08-01T00:04:44.030000,2022-08,45.4358,16.1497,7.3,SURVEY-INGV,ML,'3-4,3.9,Croatia [Land],earthquake
32192021,2022-08-01T02:41:59.480000,2022-08,38.796,15.2118,255.8,SURVEY-INGV,ML,'2-3,2.7,39 km NE Santa Marina Salina (ME),earthquake
32192241,2022-08-01T03:01:19.930000,2022-08,44.4477,10.5442,31.7,SURVEY-INGV,ML,'2-3,2.9,2 km E Carpineti (RE),earthquake
32192601,2022-08-01T04:24:02.110000,2022-08,45.483,16.0532,6.5,SURVEY-INGV,ML,'3-4,3.1,Croatia [Land],earthquake
32194761,2022-08-01T07:28:48.300000,2022-08,43.6555,12.6138,51.3,SURVEY-INGV,ML,'2-3,2,4 km SW Fermignano (PU),earthquake
32205761,2022-08-02T00:24:39.630000,2022-08,38.3933,15.4047,116.3,SURVEY-INGV,ML,'2-3,2.3,Costa Siciliana nord-orientale (Messina),earthquake
32211671,2022-08-02T10:57:07.530000,2022-08,42.5278,13.315,14.1,SURVEY-INGV,ML,'2-3,2.3,1 km NE Capitignano (AQ),earthquake
32212521,2022-08-02T12:02:35.600000,2022-08,38.9465,15.707,171.4,SURVEY-INGV,ML,'2-3,2.2,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
32237171,2022-08-03T18:45:54.680000,2022-08,45.9818,14.2363,5,BULLETIN-INGV,ML,'2-3,2.2,Slovenia (SLOVENIA),earthquake
32238871,2022-08-04T00:07:25.880000,2022-08,38.1205,15.7373,53.2,SURVEY-INGV,ML,'2-3,2.3,5 km NW Cardeto (RC),earthquake
32239581,2022-08-04T03:13:38.310000,2022-08,46.2577,14.0782,1.5,SURVEY-INGV,ML,'2-3,2.7,Slovenia (SLOVENIA),earthquake
32241071,2022-08-04T06:10:00.990000,2022-08,46.4297,13.1537,13.4,SURVEY-INGV,ML,'2-3,2.1,4 km NW Moggio Udinese (UD),earthquake
32248071,2022-08-04T14:46:37.450000,2022-08,43.0922,13.4403,24.6,SURVEY-INGV,ML,'2-3,2.1,3 km SW Falerone (FM),earthquake
32248801,2022-08-04T15:35:39.870000,2022-08,43.2982,13.7683,16.4,SURVEY-INGV,ML,'2-3,2.5,Costa Marchigiana Fermana (Fermo),earthquake
32254231,2022-08-05T03:04:57.930000,2022-08,44.1622,7.2388,11.3,SURVEY-INGV,ML,'2-3,2.1,Confine Italia-Francia (FRANCIA),earthquake
32255001,2022-08-05T05:37:38.870000,2022-08,45.9472,11.9718,9.7,SURVEY-INGV,ML,'2-3,2.3,4 km NE Segusino (TV),earthquake
32257421,2022-08-05T08:44:59.100000,2022-08,41.8597,13.5928,10.4,SURVEY-INGV,ML,'2-3,2.4,3 km W Villavallelonga (AQ),earthquake
32263451,2022-08-05T15:53:26.550000,2022-08,38.7093,15.7223,167.9,SURVEY-INGV,ML,'2-3,2.5,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
32269211,2022-08-06T02:40:45.080000,2022-08,44.4768,10.1117,23.4,SURVEY-INGV,ML,'2-3,2.2,2 km E Corniglio (PR),earthquake
32269321,2022-08-06T02:49:19.780000,2022-08,44.4818,10.114,22.3,SURVEY-INGV,ML,'2-3,2,2 km E Corniglio (PR),earthquake
32269571,2022-08-06T03:52:37.400000,2022-08,38.3618,14.7502,164.6,SURVEY-INGV,ML,'2-3,2.4,Costa Siciliana nord-orientale (Messina),earthquake
32269811,2022-08-06T04:23:20.190000,2022-08,44.7157,10.1567,24.5,SURVEY-INGV,ML,'2-3,2.1,5 km S Medesano (PR),earthquake
32281701,2022-08-06T21:55:19.430000,2022-08,42.7893,13.104,8.8,SURVEY-INGV,ML,'2-3,2,1 km E Norcia (PG),earthquake
32283531,2022-08-07T04:37:13.140000,2022-08,44.7092,10.431,34.5,SURVEY-INGV,ML,'2-3,2.9,2 km NW Montecchio Emilia (RE),earthquake
32286741,2022-08-07T10:00:12.390000,2022-08,43.66,11.241,8.3,SURVEY-INGV,ML,'2-3,2.7,3 km SW Impruneta (FI),earthquake
32287261,2022-08-07T10:27:14.490000,2022-08,43.6532,11.2552,9.9,SURVEY-INGV,ML,'2-3,2.4,4 km S Impruneta (FI),earthquake
32287401,2022-08-07T10:42:46.570000,2022-08,45.5887,10.5997,9.1,SURVEY-INGV,ML,'2-3,2,4 km E San Felice del Benaco (BS),earthquake
32296421,2022-08-07T17:49:17.220000,2022-08,41.8218,15.8353,24.5,SURVEY-INGV,ML,'2-3,2,3 km SW Carpino (FG),earthquake
32330591,2022-08-09T15:17:04.910000,2022-08,38.943,16.4898,9.9,SURVEY-INGV,ML,'2-3,2.9,1 km NW Marcellinara (CZ),earthquake
32335331,2022-08-09T20:39:28.290000,2022-08,37.7397,14.6267,27.8,SURVEY-INGV,ML,'2-3,2.1,6 km SE Troina (EN),earthquake
32336051,2022-08-09T23:30:23.560000,2022-08,41.9458,15.0842,9.5,SURVEY-INGV,ML,'2-3,2.9,Costa Molisana (Campobasso),earthquake
32336391,2022-08-10T00:12:38.760000,2022-08,42.03,15.1012,6.2,SURVEY-INGV,ML,'2-3,2.4,Costa Molisana (Campobasso),earthquake
32340951,2022-08-10T10:38:35.080000,2022-08,39.3897,15.9533,58.7,SURVEY-INGV,ML,'2-3,2,Costa Calabra nord-occidentale (Cosenza),earthquake
32341711,2022-08-10T11:41:42.310000,2022-08,44.9147,11.1943,9,SURVEY-INGV,ML,'2-3,2.1,9 km SE Poggio Rusco (MN),earthquake
32349431,2022-08-10T20:06:25.320000,2022-08,41.5295,14.5685,10.6,SURVEY-INGV,ML,'2-3,2.4,1 km E Baranello (CB),earthquake
32350011,2022-08-10T21:53:17.020000,2022-08,38.8088,16.0278,51.8,SURVEY-INGV,ML,'2-3,2,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
32350481,2022-08-10T23:30:57.310000,2022-08,37.9508,14.398,7.1,SURVEY-INGV,ML,'2-3,2.3,4 km NE Mistretta (ME),earthquake
32351121,2022-08-11T03:13:32.070000,2022-08,44.5315,7.3088,5.4,SURVEY-INGV,ML,'2-3,2,3 km W Valmala (CN),earthquake
32352791,2022-08-11T07:41:35.100000,2022-08,42.9608,13.1328,8.6,SURVEY-INGV,ML,'2-3,2.4,2 km NW Ussita (MC),earthquake
32352881,2022-08-11T07:47:49.120000,2022-08,41.5912,15.2878,12.4,SURVEY-INGV,ML,'2-3,2.6,10 km NW Lucera (FG),earthquake
32354361,2022-08-11T09:52:32.740000,2022-08,42.7368,13.3958,14.6,SURVEY-INGV,ML,'2-3,2.3,4 km SW Acquasanta Terme (AP),earthquake
32359381,2022-08-11T15:05:02.040000,2022-08,38.4798,15.1972,111.1,SURVEY-INGV,ML,'2-3,2,Isole Eolie (Messina),earthquake
32365221,2022-08-12T00:17:11.980000,2022-08,37.6273,16.0852,28.9,SURVEY-INGV,ML,'2-3,2,Costa Calabra sud-orientale (Reggio di Calabria),earthquake
