#EventID,Time,month,Latitude,Longitude,DepthInKm,Author,MagType,mag_range,Magnitude,EventLocationName,EventType
30187451,2022-03-13T18:44:21.420000,2022-03,45.2728,12.2998,18.2,BULLETIN-INGV,ML,'2-3,2.6,6 km N Chioggia (VE),earthquake
30188631,2022-03-13T23:29:08.390000,2022-03,42.2868,13.4032,10.8,BULLETIN-INGV,ML,'2-3,2.4,5 km E Lucoli (AQ),earthquake
30192301,2022-03-14T13:45:29.170000,2022-03,43.3688,13.0223,8.5,BULLETIN-INGV,ML,'2-3,2,5 km W Poggio San Vicino (MC),earthquake
30193491,2022-03-14T17:25:01.380000,2022-03,38.3643,15.3788,117.2,BULLETIN-INGV,ML,'2-3,2.1,Costa Siciliana nord-orientale (Messina),earthquake
30196341,2022-03-15T09:09:53.080000,2022-03,46.1438,13.692,12.9,BULLETIN-INGV,ML,'2-3,2,Confine Italia-Slovenia (SLOVENIA),earthquake
30196511,2022-03-15T09:39:18.960000,2022-03,42.7532,13.3057,10.4,BULLETIN-INGV,ML,'2-3,2.3,2 km S Arquata del Tronto (AP),earthquake
30197141,2022-03-15T11:18:20.090000,2022-03,37.6308,15.1042,10.9,BULLETIN-INGV,ML,'2-3,2.2,2 km N Viagrande (CT),earthquake
30197841,2022-03-15T13:00:23.500000,2022-03,38.4722,16.0443,16.1,BULLETIN-INGV,ML,'3-4,3.3,2 km W Feroleto della Chiesa (RC),earthquake
30200681,2022-03-15T20:43:16.320000,2022-03,39.4827,15.5382,264.7,BULLETIN-INGV,ML,'2-3,2.9,Tirreno Meridionale (MARE),earthquake
30203431,2022-03-16T08:26:36.160000,2022-03,38.836,15.55,176.2,BULLETIN-INGV,ML,'2-3,2,Tirreno Meridionale (MARE),earthquake
30203831,2022-03-16T09:35:04.530000,2022-03,44.7972,10.7322,7.4,BULLETIN-INGV,ML,'2-3,2.2,5 km NW Correggio (RE),earthquake
30204681,2022-03-16T11:51:28.490000,2022-03,43.5953,7.8173,17.4,BULLETIN-INGV,ML,'2-3,2.9,Costa Ligure Occidentale (Imperia),earthquake
30204761,2022-03-16T11:52:32.270000,2022-03,43.6812,7.7908,14.7,BULLETIN-INGV,ML,'2-3,2.2,Costa Ligure Occidentale (Imperia),earthquake
30204871,2022-03-16T12:06:38.470000,2022-03,38.7318,15.9238,51.5,BULLETIN-INGV,ML,'2-3,2.8,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
30205901,2022-03-16T14:14:35.180000,2022-03,40.8318,14.1368,2.7,BULLETIN-INGV,ML,'2-3,2.7,Campi Flegrei,earthquake
30212801,2022-03-17T10:31:15.490000,2022-03,38.6157,14.4222,19.6,BULLETIN-INGV,ML,'3-4,3.6,Isole Eolie (Messina),earthquake
30213541,2022-03-17T11:20:54.760000,2022-03,44.0993,6.5412,10,BULLETIN-INGV,ML,'2-3,2.2,France,earthquake
30214541,2022-03-17T12:25:41.990000,2022-03,38.55,14.433,9.8,BULLETIN-INGV,ML,'2-3,2.4,Isole Eolie (Messina),earthquake
30226241,2022-03-18T13:51:14.170000,2022-03,37.6682,14.9538,14.6,BULLETIN-INGV,ML,'3-4,3.4,4 km N Ragalna (CT),earthquake
30231871,2022-03-18T21:24:58.670000,2022-03,43.8123,5.7783,10,BULLETIN-INGV,ML,'2-3,2.5,Near south coast of France [Land: France],earthquake
30234391,2022-03-19T03:54:03.980000,2022-03,44.7897,10.7398,6.8,BULLETIN-INGV,ML,'2-3,2.2,4 km W Correggio (RE),earthquake
30235311,2022-03-19T06:07:14.820000,2022-03,37.9193,15.2082,19.1,BULLETIN-INGV,ML,'2-3,2.1,3 km NW Graniti (ME),earthquake
30237631,2022-03-19T09:59:33.401000,2022-03,36.9211,5.10645,19.5,SURVEY-INGV-A,mb,5plus,5.1,Northern Algeria [Sea: Algeria],earthquake
30243721,2022-03-20T05:31:18.010000,2022-03,47.2117,11.3797,5.5,BULLETIN-INGV,ML,'2-3,2.3,"Confine Austria-Germania (AUSTRIA, GERMANIA)",earthquake
30244841,2022-03-20T08:50:08.580000,2022-03,41.6163,13.0332,7,BULLETIN-INGV,Md,'2-3,2,4 km S Montelanico (RM),earthquake
30249061,2022-03-20T15:19:03.260000,2022-03,44.4302,10.7323,25.6,BULLETIN-INGV,ML,'2-3,2,3 km E Prignano sulla Secchia (MO),earthquake
30257531,2022-03-21T12:27:12.800000,2022-03,41.9133,15.2958,9.4,BULLETIN-INGV,ML,'2-3,2.4,7 km NW Lesina (FG),earthquake
30262351,2022-03-21T21:33:19.930000,2022-03,45.4308,9.6723,42.3,BULLETIN-INGV,ML,'2-3,2.2,3 km W Sergnano (CR),earthquake
30263161,2022-03-22T01:02:21.160000,2022-03,37.1387,16.8192,32.5,BULLETIN-INGV,ML,'2-3,2.8,Mar Ionio Meridionale (MARE),earthquake
30263671,2022-03-22T05:36:48.820000,2022-03,41.7533,15.8812,16,BULLETIN-INGV,ML,'2-3,2.3,8 km NW Monte Sant'Angelo (FG),earthquake
30265121,2022-03-22T08:53:15.610000,2022-03,44.0762,11.7155,24.4,BULLETIN-INGV,ML,'2-3,2.1,2 km W Tredozio (FC),earthquake
30265181,2022-03-22T08:53:36.150000,2022-03,44.0715,11.7342,25.3,BULLETIN-INGV,ML,'2-3,2,1 km SW Tredozio (FC),earthquake
30267751,2022-03-22T11:59:48.990000,2022-03,45.6453,6.344,15.8,BULLETIN-INGV,ML,'2-3,2,France,earthquake
30272701,2022-03-22T20:01:13.220000,2022-03,38.3888,15.4272,124.9,BULLETIN-INGV,ML,'2-3,2.1,Costa Siciliana nord-orientale (Messina),earthquake
30272761,2022-03-22T20:05:03.690000,2022-03,38.2365,15.2003,12.3,BULLETIN-INGV,ML,'2-3,2.1,Costa Siciliana nord-orientale (Messina),earthquake
30273871,2022-03-22T22:45:04.320000,2022-03,44.8853,11.9183,38,BULLETIN-INGV,ML,'2-3,2.1,5 km W Jolanda di Savoia (FE),earthquake
30274431,2022-03-23T04:09:43.960000,2022-03,38.7838,15.7117,98.4,BULLETIN-INGV,ML,'2-3,2.1,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
30274521,2022-03-23T04:19:07.550000,2022-03,36.6922,14.4112,22.1,BULLETIN-INGV,ML,'2-3,2.1,Costa Ragusana (Ragusa),earthquake
30275291,2022-03-23T07:47:31.940000,2022-03,46.3357,14.0693,5.7,BULLETIN-INGV,ML,'2-3,2,Slovenia (SLOVENIA),earthquake
30276621,2022-03-23T10:26:04.520000,2022-03,37.9577,15.1897,19.8,BULLETIN-INGV,ML,'2-3,2.2,4 km SE Fondachelli-Fantina (ME),earthquake
30277801,2022-03-23T12:11:57.210000,2022-03,42.6987,13.3002,10.2,BULLETIN-INGV,ML,'2-3,2.2,4 km E Accumoli (RI),earthquake
30280671,2022-03-23T16:54:56.460000,2022-03,43.9223,11.5958,7.8,BULLETIN-INGV,ML,'2-3,2.1,2 km W San Godenzo (FI),earthquake
30282391,2022-03-23T22:45:13.250000,2022-03,43.1345,11.0053,10,BULLETIN-INGV,ML,'2-3,2,1 km W Montieri (GR),earthquake
30282631,2022-03-23T23:14:06.210000,2022-03,38.3607,15.4143,119.6,BULLETIN-INGV,ML,'2-3,2.1,Costa Siciliana nord-orientale (Messina),earthquake
30283381,2022-03-24T04:00:52.120000,2022-03,44.6997,10.938,53.6,BULLETIN-INGV,ML,'2-3,2.3,4 km S Soliera (MO),earthquake
30287451,2022-03-24T12:27:09.160000,2022-03,42.8532,13.6035,18.9,BULLETIN-INGV,ML,'2-3,2.5,2 km E Ascoli Piceno (AP),earthquake
30288291,2022-03-24T13:28:05.940000,2022-03,45.169,7.3267,7.1,BULLETIN-INGV,ML,'2-3,2.1,5 km NW Rubiana (TO),earthquake
30289271,2022-03-24T15:16:36.880000,2022-03,42.8017,13.1257,9.1,BULLETIN-INGV,ML,'2-3,2.5,3 km E Norcia (PG),earthquake
30290461,2022-03-24T17:18:48.200000,2022-03,42.5082,13.1698,14,BULLETIN-INGV,ML,'2-3,2.2,3 km E Borbona (RI),earthquake
30295991,2022-03-25T11:16:55.350000,2022-03,42.8305,13.2383,7.6,BULLETIN-INGV,ML,'2-3,2.7,8 km W Montegallo (AP),earthquake
30299261,2022-03-25T19:17:28.390000,2022-03,40.6687,15.8088,22,BULLETIN-INGV,ML,'2-3,2.1,3 km N Potenza (PZ),earthquake
30307941,2022-03-26T15:00:07.050000,2022-03,38.6092,15.5923,160.3,BULLETIN-INGV,ML,'2-3,2,Tirreno Meridionale (MARE),earthquake
30309501,2022-03-26T16:42:44.380000,2022-03,41.7373,13.3877,9,BULLETIN-INGV,ML,'2-3,2.2,3 km SE Collepardo (FR),earthquake
30310711,2022-03-26T18:41:27.720000,2022-03,46.668,10.7838,6.5,BULLETIN-INGV,ML,'2-3,2.2,4 km N Silandro (BZ),earthquake
30310741,2022-03-26T18:49:15.230000,2022-03,44.1327,11.5273,6.8,BULLETIN-INGV,ML,'2-3,2,3 km NW Palazzuolo sul Senio (FI),earthquake
30312381,2022-03-26T20:58:12.490000,2022-03,44.142,11.5287,7.5,BULLETIN-INGV,ML,'2-3,2.2,4 km NW Palazzuolo sul Senio (FI),earthquake
30325841,2022-03-27T12:56:41.940000,2022-03,42.7842,12.5307,6.9,BULLETIN-INGV,ML,'2-3,2.4,1 km NE Massa Martana (PG),earthquake
30331551,2022-03-27T17:35:56.750000,2022-03,42.9897,13.022,7.8,BULLETIN-INGV,ML,'2-3,2.2,2 km E Monte Cavallo (MC),earthquake
30332791,2022-03-27T20:46:54.310000,2022-03,42.7697,13.1015,10.2,BULLETIN-INGV,ML,'2-3,2,3 km S Norcia (PG),earthquake
30333851,2022-03-28T03:09:29.750000,2022-03,39.0597,15.5445,20,BULLETIN-INGV,ML,'2-3,2.6,Tirreno Meridionale (MARE),earthquake
30333961,2022-03-28T03:12:17.270000,2022-03,39.0707,15.5042,14.7,BULLETIN-INGV,ML,'2-3,2,Tirreno Meridionale (MARE),earthquake
30336341,2022-03-28T09:00:01.840000,2022-03,46.3693,13.677,6.2,BULLETIN-INGV,ML,'3-4,3.1,"V3 Tarvisio (ITALIA, AUSTRIA, SLOVENIA)",earthquake
30337911,2022-03-28T12:24:19.990000,2022-03,42.6323,18.7858,10,BULLETIN-INGV,ML,'3-4,3,Montenegro [Land],earthquake
30340701,2022-03-28T20:53:42.780000,2022-03,39.1367,16.0347,22.6,BULLETIN-INGV,ML,'2-3,2.4,Costa Calabra nord-occidentale (Cosenza),earthquake
30341801,2022-03-29T01:48:14.940000,2022-03,38.9772,14.0828,416.6,BULLETIN-INGV,ML,'4-5,4,Tirreno Meridionale (MARE),earthquake
30342991,2022-03-29T05:33:04.480000,2022-03,46.2617,10.4642,9.6,BULLETIN-INGV,ML,'2-3,2.5,1 km NW Tem� (BS),earthquake
30344761,2022-03-29T08:07:30.240000,2022-03,38.4775,15.4847,133,BULLETIN-INGV,ML,'2-3,2.3,Tirreno Meridionale (MARE),earthquake
30350681,2022-03-29T17:45:32.790000,2022-03,40.8337,14.149,2.2,BULLETIN-INGV,Md,'3-4,3,Campi Flegrei,earthquake
30353721,2022-03-30T06:14:53.640000,2022-03,37.7028,14.9107,6.5,BULLETIN-INGV,ML,'2-3,2.3,8 km NE Biancavilla (CT),earthquake
30361891,2022-03-30T18:01:33.830000,2022-03,38.548,14.7058,258.6,BULLETIN-INGV,ML,'3-4,3.8,Isole Eolie (Messina),earthquake
30363421,2022-03-30T22:39:32.510000,2022-03,37.3873,14.3107,44.2,BULLETIN-INGV,ML,'2-3,2.8,5 km W Piazza Armerina (EN),earthquake
30365661,2022-03-31T02:54:29.870000,2022-03,40.7167,15.4747,19.1,BULLETIN-INGV,ML,'2-3,2.3,4 km S Muro Lucano (PZ),earthquake
30382141,2022-03-31T22:42:06.730000,2022-03,38.3748,15.7433,11,BULLETIN-INGV,ML,'2-3,2.1,"Stretto di Messina (Reggio di Calabria, Messina)",earthquake
30382221,2022-03-31T22:50:58.410000,2022-03,38.3757,15.7473,12.6,BULLETIN-INGV,ML,'2-3,2,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)",earthquake
30382661,2022-03-31T23:11:27.600000,2022-03,38.3932,15.0198,8.9,BULLETIN-INGV,ML,'2-3,2.1,Isole Eolie (Messina),earthquake
30386881,2022-04-01T07:23:11.000000,2022-04,41.9503,12.9287,9.2,BULLETIN-INGV,ML,'2-3,2.2,2 km SW Ciciliano (RM),earthquake
30389071,2022-04-01T11:01:19.600000,2022-04,42.0513,13.7167,23.1,BULLETIN-INGV,ML,'2-3,2.2,5 km W Cocullo (AQ),earthquake
30402211,2022-04-02T01:11:04.360000,2022-04,42.6763,13.2917,9,BULLETIN-INGV,ML,'2-3,2.2,4 km SE Accumoli (RI),earthquake
30408691,2022-04-02T09:59:25.000000,2022-04,40.8378,15.1683,12.1,BULLETIN-INGV,ML,'2-3,2,5 km SW Lioni (AV),earthquake
30410361,2022-04-02T12:00:49.910000,2022-04,44.732,11.6187,8.7,BULLETIN-INGV,ML,'2-3,2.3,7 km E Malalbergo (BO),earthquake
30410971,2022-04-02T13:04:39.320000,2022-04,43.4555,12.4853,7.9,BULLETIN-INGV,ML,'2-3,2,4 km E Pietralunga (PG),earthquake
30420251,2022-04-03T17:01:01.600000,2022-04,42.843,12.8663,9.2,BULLETIN-INGV,ML,'2-3,2,5 km NW Cerreto di Spoleto (PG),earthquake
30424021,2022-04-04T06:56:32.480000,2022-04,40.7313,15.3082,9,BULLETIN-INGV,ML,'2-3,2.1,1 km E Colliano (SA),earthquake
30426071,2022-04-04T12:00:42.010000,2022-04,43.7922,5.7813,0.5,BULLETIN-INGV,ML,'2-3,2.3,Near south coast of France [Land: France],quarry blast
30432351,2022-04-05T03:37:59.089000,2022-04,40.825333,14.136167,1.8,SURVEY-INGV-OV#SiSmi,Md,'2-3,2,Campi Flegrei,earthquake
30432231,2022-04-05T03:42:28.080000,2022-04,44.0868,11.1665,8.7,BULLETIN-INGV,ML,'2-3,2.1,4 km N Vernio (PO),earthquake
30439571,2022-04-05T20:11:29.320000,2022-04,41.6277,13.5927,7.5,BULLETIN-INGV,ML,'2-3,2,3 km SW Arpino (FR),earthquake
30441081,2022-04-06T01:38:34.970000,2022-04,40.5523,15.8625,20.9,BULLETIN-INGV,ML,'2-3,2.2,6 km NE Abriola (PZ),earthquake
30445331,2022-04-06T11:11:07.130000,2022-04,43.2257,10.9353,7.1,BULLETIN-INGV,ML,'2-3,2.3,3 km NE Castelnuovo di Val di Cecina (PI),earthquake
30448301,2022-04-06T16:44:41.470000,2022-04,42.5727,13.284,18.3,BULLETIN-INGV,ML,'2-3,2.1,6 km N Capitignano (AQ),earthquake
30451021,2022-04-07T03:04:08.440000,2022-04,41.133,16.2612,28.8,BULLETIN-INGV,ML,'2-3,2.7,11 km S Andria (BT),earthquake
30465201,2022-04-07T21:00:44.440000,2022-04,37.3788,14.5755,31.4,BULLETIN-INGV,ML,'2-3,2.1,11 km W Ramacca (CT),earthquake
30488561,2022-04-08T19:53:47.250000,2022-04,44.092,10.9032,9.7,BULLETIN-INGV,ML,'2-3,2,8 km W Sambuca Pistoiese (PT),earthquake
30490501,2022-04-08T23:19:06.580000,2022-04,43.6597,13.4908,7.1,BULLETIN-INGV,ML,'2-3,2.5,Costa Marchigiana Anconetana (Ancona),earthquake
30501021,2022-04-09T12:08:44.630000,2022-04,38.9123,15.5583,82.6,BULLETIN-INGV,ML,'2-3,2.2,Tirreno Meridionale (MARE),earthquake
30501741,2022-04-09T12:49:44.800000,2022-04,42.0697,13.7662,10.4,BULLETIN-INGV,ML,'2-3,2.9,1 km SW Goriano Sicoli (AQ),earthquake
30503161,2022-04-09T13:45:22.670000,2022-04,40.9078,17.7398,27.2,BULLETIN-INGV,ML,'2-3,2.6,Costa Adriatica Brindisina (Brindisi),earthquake
30512981,2022-04-09T20:40:15.530000,2022-04,38.6075,15.5328,151.3,BULLETIN-INGV,ML,'2-3,2.3,Tirreno Meridionale (MARE),earthquake
30513141,2022-04-09T20:48:30.510000,2022-04,44.9653,10.5325,46.9,BULLETIN-INGV,ML,'2-3,2.3,4 km N Viadana (MN),earthquake
30515301,2022-04-09T22:51:29.610000,2022-04,45.5962,9.8335,26.6,BULLETIN-INGV,ML,'2-3,2.6,1 km NW Palosco (BG),earthquake
30517021,2022-04-10T02:33:05.060000,2022-04,43.6722,13.5635,8.6,BULLETIN-INGV,ML,'2-3,2.2,Costa Marchigiana Anconetana (Ancona),earthquake
30517951,2022-04-10T06:33:06.130000,2022-04,38.3813,14.9993,6.1,BULLETIN-INGV,ML,'2-3,2.1,11 km SE Lipari (ME),earthquake
30519481,2022-04-10T08:25:42.620000,2022-04,45.7035,10.7112,9.2,BULLETIN-INGV,ML,'2-3,2.3,4 km E Gargnano (BS),earthquake
30521091,2022-04-10T09:37:29.080000,2022-04,38.3302,15.4975,70.2,BULLETIN-INGV,ML,'2-3,2.4,Costa Siciliana nord-orientale (Messina),earthquake
30523181,2022-04-10T10:58:41.330000,2022-04,38.2427,14.7267,6.6,BULLETIN-INGV,ML,'2-3,2.2,Costa Siciliana nord-orientale (Messina),earthquake
30536831,2022-04-11T08:17:42.250000,2022-04,44.6053,10.0395,26.3,BULLETIN-INGV,ML,'2-3,2.3,4 km W Terenzo (PR),earthquake
30538751,2022-04-11T11:48:53.110000,2022-04,41.8638,12.7737,9.2,BULLETIN-INGV,ML,'2-3,2.2,4 km NE Colonna (RM),earthquake
30542921,2022-04-11T18:08:51.690000,2022-04,40.9183,15.4028,13.5,BULLETIN-INGV,ML,'2-3,2.6,4 km NE Cairano (AV),earthquake
30543681,2022-04-11T19:48:33.150000,2022-04,38.6208,14.423,17.1,BULLETIN-INGV,ML,'2-3,2.7,Isole Eolie (Messina),earthquake
30543781,2022-04-11T19:59:32.030000,2022-04,39.5978,15.2622,9.5,BULLETIN-INGV,ML,'2-3,2.3,Tirreno Meridionale (MARE),earthquake
30543871,2022-04-11T20:21:13.700000,2022-04,41.9477,12.9253,9.1,BULLETIN-INGV,Mw,'3-4,3.3,2 km SW Ciciliano (RM),earthquake
30544151,2022-04-11T21:48:28.970000,2022-04,42.8642,13.0218,9,BULLETIN-INGV,ML,'2-3,2.3,2 km SW Preci (PG),earthquake
30545351,2022-04-12T03:14:04.910000,2022-04,37.8688,14.4658,37.3,BULLETIN-INGV,ML,'2-3,2.5,2 km NW Capizzi (ME),earthquake
30553901,2022-04-12T19:53:22.600000,2022-04,42.7732,13.079,9.8,BULLETIN-INGV,ML,'2-3,2.2,3 km SW Norcia (PG),earthquake
30553991,2022-04-12T20:05:38.390000,2022-04,38.3038,13.5568,5,BULLETIN-INGV,ML,'2-3,2.4,Costa Siciliana centro-settentrionale (Palermo),earthquake
30555241,2022-04-13T03:23:16.490000,2022-04,42.6592,16.0672,4.7,BULLETIN-INGV,ML,'2-3,2.4,Adriatico Centrale (MARE),earthquake
30558471,2022-04-13T09:22:48.760000,2022-04,42.4997,13.3122,10.3,BULLETIN-INGV,ML,'2-3,2,3 km SE Capitignano (AQ),earthquake
30562171,2022-04-13T14:07:23.600000,2022-04,37.7343,16.1063,39.3,BULLETIN-INGV,ML,'2-3,2.1,Costa Calabra sud-orientale (Reggio di Calabria),earthquake
30565131,2022-04-13T17:22:14.300000,2022-04,37.9087,16.549,38.5,BULLETIN-INGV,ML,'2-3,2,Mar Ionio Settentrionale (MARE),earthquake
30566721,2022-04-13T22:19:00.400000,2022-04,44.7918,10.7237,6.6,BULLETIN-INGV,ML,'2-3,2.7,5 km W Correggio (RE),earthquake
30566921,2022-04-14T00:01:30.670000,2022-04,39.8223,15.0648,14.1,BULLETIN-INGV,ML,'2-3,2.3,Costa Cilentana (Salerno),earthquake
30576191,2022-04-14T17:08:36.610000,2022-04,43.1318,13.2043,14.5,BULLETIN-INGV,ML,'2-3,2.5,2 km W Caldarola (MC),earthquake
30576531,2022-04-14T17:37:22.080000,2022-04,43.1408,13.2038,15,BULLETIN-INGV,ML,'2-3,2,2 km W Caldarola (MC),earthquake
30579191,2022-04-15T01:34:40.830000,2022-04,37.3138,15.6812,29.6,BULLETIN-INGV,Mw,'4-5,4.2,Mar Ionio Meridionale (MARE),earthquake
30579661,2022-04-15T03:46:14.870000,2022-04,44.7877,10.7028,5.5,BULLETIN-INGV,ML,'3-4,3,4 km NE Bagnolo in Piano (RE),earthquake
30586801,2022-04-15T14:54:32.280000,2022-04,41.9482,12.9253,9.7,BULLETIN-INGV,ML,'2-3,2.7,2 km SW Ciciliano (RM),earthquake
30587171,2022-04-15T15:18:19.000000,2022-04,38.4375,15.3237,131,BULLETIN-INGV,ML,'2-3,2.2,Tirreno Meridionale (MARE),earthquake
30587271,2022-04-15T15:24:23.030000,2022-04,42.6398,16.2438,8,BULLETIN-INGV,ML,'2-3,2.5,Adriatico Centrale (MARE),earthquake
30591051,2022-04-16T00:55:01.190000,2022-04,42.8638,13.7952,26.1,BULLETIN-INGV,ML,'2-3,2,2 km W Controguerra (TE),earthquake
30591641,2022-04-16T02:26:28.790000,2022-04,42.5872,16.2748,10,BULLETIN-INGV,ML,'2-3,2.5,Adriatico Centrale (MARE),earthquake
30592511,2022-04-16T05:11:36.770000,2022-04,39.3872,16.4463,16.6,BULLETIN-INGV,ML,'2-3,2.6,12 km NE Celico (CS),earthquake
30592601,2022-04-16T05:16:18.690000,2022-04,39.4122,16.4597,15.7,BULLETIN-INGV,ML,'2-3,2.3,11 km SE Acri (CS),earthquake
30595641,2022-04-16T09:15:57.540000,2022-04,39.2313,15.2532,283.1,BULLETIN-INGV,ML,'2-3,2.7,Tirreno Meridionale (MARE),earthquake
30598871,2022-04-16T12:21:46.570000,2022-04,38.2925,15.2093,113.5,BULLETIN-INGV,ML,'2-3,2.3,Costa Siciliana nord-orientale (Messina),earthquake
30610071,2022-04-16T23:58:16.660000,2022-04,45.4172,16.1788,10,BULLETIN-INGV,ML,'3-4,3,Croatia [Land],earthquake
30610681,2022-04-17T00:25:07.970000,2022-04,37.3108,15.6697,27.2,BULLETIN-INGV,ML,'2-3,2.3,Mar Ionio Meridionale (MARE),earthquake
30611541,2022-04-17T01:29:16.870000,2022-04,38.4078,14.885,15.8,BULLETIN-INGV,ML,'2-3,2.6,Isole Eolie (Messina),earthquake
30612861,2022-04-17T03:04:52.250000,2022-04,38.3805,14.8762,11,BULLETIN-INGV,ML,'2-3,2.5,Isole Eolie (Messina),earthquake
30620831,2022-04-17T08:12:25.550000,2022-04,42.8287,13.1125,8.7,BULLETIN-INGV,ML,'2-3,2.9,4 km NE Norcia (PG),earthquake
30636851,2022-04-17T14:48:54.210000,2022-04,45.3455,6.5883,8.5,BULLETIN-INGV,ML,'2-3,2,Confine Italia-Francia (FRANCIA),earthquake
30658431,2022-04-18T08:50:32.970000,2022-04,38.6672,15.3382,182.8,BULLETIN-INGV,ML,'2-3,2.1,Isole Eolie (Messina),earthquake
30671901,2022-04-19T02:05:53.730000,2022-04,40.8202,14.1328,2.2,BULLETIN-INGV,ML,'2-3,2.3,Campi Flegrei,earthquake
30673431,2022-04-19T06:38:40.830000,2022-04,45.4462,6.3777,15.3,BULLETIN-INGV,ML,'2-3,2.1,France,earthquake
30681331,2022-04-19T14:59:55.300000,2022-04,44.7795,11.5642,28,BULLETIN-INGV,ML,'2-3,2.1,6 km E Poggio Renatico (FE),earthquake
30682211,2022-04-19T15:49:08.630000,2022-04,44.205,11.3685,12.9,BULLETIN-INGV,Mw,'3-4,3.7,4 km E Monghidoro (BO),earthquake
30682451,2022-04-19T15:53:19.750000,2022-04,44.2463,11.3873,21.2,BULLETIN-INGV,ML,'2-3,2.4,6 km E Loiano (BO),earthquake
30685521,2022-04-19T18:35:46.440000,2022-04,39.3212,16.9663,20,BULLETIN-INGV,ML,'2-3,2,2 km NW Carfizzi (KR),earthquake
30687021,2022-04-19T22:07:10.720000,2022-04,44.9168,11.0888,8.1,BULLETIN-INGV,ML,'2-3,2.2,4 km NE Mirandola (MO),earthquake
30688961,2022-04-20T06:07:56.980000,2022-04,44.242,11.3822,21.6,BULLETIN-INGV,ML,'2-3,2.4,6 km E Monghidoro (BO),earthquake
30689301,2022-04-20T06:39:19.980000,2022-04,37.8938,14.2823,59.9,BULLETIN-INGV,ML,'2-3,2,3 km W Castel di Lucio (ME),earthquake
30694251,2022-04-20T14:53:35.530000,2022-04,40.5698,16.5502,35.4,BULLETIN-INGV,ML,'2-3,2,4 km E Miglionico (MT),earthquake
30702241,2022-04-21T10:33:57.610000,2022-04,37.3713,16.2472,30.9,BULLETIN-INGV,ML,'2-3,2.9,Mar Ionio Meridionale (MARE),earthquake
30703691,2022-04-21T12:09:12.910000,2022-04,38.3765,14.9873,7.1,BULLETIN-INGV,ML,'2-3,2.2,11 km S Lipari (ME),earthquake
30710731,2022-04-21T21:15:44.100000,2022-04,36.7937,16.3482,39.1,BULLETIN-INGV,ML,'3-4,3.5,Mar Ionio Meridionale (MARE),earthquake
30710821,2022-04-21T21:21:58.920000,2022-04,44.5873,10.143,22.1,BULLETIN-INGV,ML,'2-3,2.4,2 km SE Calestano (PR),earthquake
30724731,2022-04-22T18:10:53.030000,2022-04,41.4127,14.5943,10.5,BULLETIN-INGV,ML,'2-3,2.2,2 km W Sepino (CB),earthquake
30725281,2022-04-22T21:07:49.680000,2022-04,42.9522,18.0797,9.5,BULLETIN-INGV,Mw,5plus,5.5,Bosnia and Herz. [Land],earthquake
30725741,2022-04-22T21:34:34.540000,2022-04,37.8503,15.6817,36.8,BULLETIN-INGV,ML,'2-3,2,Costa Calabra sud-orientale (Reggio di Calabria),earthquake
30726111,2022-04-22T23:12:01.440000,2022-04,42.5602,12.9582,9.7,BULLETIN-INGV,ML,'2-3,2.4,1 km W Leonessa (RI),earthquake
30726951,2022-04-23T00:59:09.320000,2022-04,43.0705,18.0193,10,BULLETIN-INGV,ML,'3-4,3.9,Bosnia and Herz. [Land],earthquake
30727451,2022-04-23T02:20:27.640000,2022-04,43.0365,18.0243,6.5,BULLETIN-INGV,ML,'4-5,4.4,Bosnia and Herz. [Land],earthquake
30727891,2022-04-23T02:34:22.490000,2022-04,42.9572,18.056,10,BULLETIN-INGV,ML,'3-4,3.6,Bosnia and Herz. [Land],earthquake
30729881,2022-04-23T06:30:38.600000,2022-04,39.5508,16.3418,8.8,BULLETIN-INGV,ML,'2-3,2,1 km E Santa Sofia d'Epiro (CS),earthquake
30735491,2022-04-23T12:35:23.490000,2022-04,42.0717,15.8273,23.5,BULLETIN-INGV,ML,'2-3,2.4,Costa Garganica (Foggia),earthquake
30736251,2022-04-23T13:51:37.830000,2022-04,44.1302,10.6677,14.6,BULLETIN-INGV,ML,'3-4,3.2,2 km S Abetone (PT),earthquake
30738081,2022-04-23T16:17:39.280000,2022-04,38.4348,15.2887,129.5,BULLETIN-INGV,ML,'2-3,2.2,Tirreno Meridionale (MARE),earthquake
30741711,2022-04-23T23:06:58.000000,2022-04,35.0358,12.8753,10.1,BULLETIN-INGV,ML,'2-3,2.6,Tunisia [Sea],earthquake
30743571,2022-04-24T04:27:14.420000,2022-04,40.9022,14.3282,9.8,BULLETIN-INGV,ML,'2-3,2.2,Vesuvio,earthquake
30743631,2022-04-24T04:27:55.390000,2022-04,42.9617,18.0463,20.6,BULLETIN-INGV,ML,5plus,5.1,Bosnia and Herz. [Land],earthquake
30744861,2022-04-24T05:57:54.990000,2022-04,43.0733,12.9983,13.8,BULLETIN-INGV,ML,'2-3,2.2,4 km E Serravalle di Chienti (MC),earthquake
30765321,2022-04-24T19:29:08.310000,2022-04,37.4517,14.8593,18.7,BULLETIN-INGV,ML,'2-3,2.2,12 km SW Motta Sant'Anastasia (CT),earthquake
